University,Start year,End year,Award amount,PI,Active
Washington State University,2018,2024,398748,"WAYMAN, GARY ALLEN",TRUE
Washington State University,2018,2023,406885,"WAYMAN, GARY ALLEN",FALSE
Washington State University,2018,2023,406885,"WAYMAN, GARY ALLEN",FALSE
Washington State University,2018,2023,420135,"WAYMAN, GARY ALLEN",FALSE
Washington State University,2018,2023,431650,"KNODLER, LEIGH ",FALSE
Washington State University,2018,2023,431650,"KNODLER, LEIGH ",FALSE
Washington State University,2018,2023,432775,"KNODLER, LEIGH ",FALSE
Washington State University,2018,2022,451986,"RITTER, W. SUE",FALSE
Washington State University,2018,2022,451986,"RITTER, W. SUE",FALSE
Washington State University,2018,2022,451986,"RITTER, W. SUE",FALSE
Washington State University,2018,2024,451986,"APPLEYARD, SUZANNE M",FALSE
Washington State University,2018,2023,452362,"KNODLER, LEIGH ",FALSE
Washington State University,2018,2023,458163,"NATESAN, SENTHIL KUMAR ",FALSE
Washington State University,2018,2023,539436,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2023,548322,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2023,549629,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2023,553431,"LANKESTER, FELIX ",FALSE
Washington State University,2018,2023,561600,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2023,562971,"LANKESTER, FELIX ",FALSE
Washington State University,2018,2022,563615,"OMSLAND, ANDERS ",FALSE
Washington State University,2018,2022,563859,"OMSLAND, ANDERS ",FALSE
Washington State University,2018,2024,563867,"OMSLAND, ANDERS ",TRUE
Washington State University,2018,2022,570697,"OMSLAND, ANDERS ",FALSE
Washington State University,2018,2023,580586,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2023,590274,"LANKESTER, FELIX ",FALSE
Washington State University,2018,2023,594060,"CALL, DOUGLAS R.",FALSE
Washington State University,2018,2024,602492,"ROULLET, JEAN-BAPTISTE O",TRUE
Washington State University,2018,2023,611058,"GIBSON, K MICHAEL ",FALSE
Washington State University,2018,2023,633886,"GIBSON, K MICHAEL ",FALSE
Washington State University,2018,2023,640535,"GIBSON, K MICHAEL ",FALSE
Washington State University,2018,2023,686980,"GIBSON, K MICHAEL ",FALSE
Washington State University,2018,2023,700000,"CALL, DOUGLAS R.",FALSE
Washington State University,2019,2020,7500,"BRAYTON, KELLY ANN",FALSE
Washington State University,2019,2020,29996,"VAN DONGEN, HANS P A",FALSE
Washington State University,2019,2025,36228,"NELSON, LONNIE A.",TRUE
Washington State University,2019,2021,36261,"SIEGEL, RUBY J.",FALSE
Washington State University,2019,2021,36765,"SIEGEL, RUBY J.",FALSE
Washington State University,2019,2020,40439,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2019,2024,44144,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2019,2022,79649,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2019,2019,98277,"CHAI, WEIHANG ",FALSE
Washington State University,2019,2024,103600,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2024,124053,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2024,127367,"GERSTNER, JASON ROBERT",TRUE
Washington State University,2019,2024,131074,"FYFE-JOHNSON, AMBER ",FALSE
Washington State University,2019,2024,131074,"FYFE-JOHNSON, AMBER ",FALSE
Washington State University,2019,2024,131074,"FYFE-JOHNSON, AMBER ",FALSE
Washington State University,2019,2024,131074,"FYFE-JOHNSON, AMBER ",FALSE
Washington State University,2019,2024,131074,"FYFE-JOHNSON, AMBER ",TRUE
Washington State University,2019,2024,149828,"OLUWOYE, OLADUNNI ",TRUE
Washington State University,2019,2023,153478,"OLUWOYE, OLADUNNI ",FALSE
Washington State University,2019,2023,154814,"OLUWOYE, OLADUNNI ",FALSE
Washington State University,2019,2023,155077,"OLUWOYE, OLADUNNI ",FALSE
Washington State University,2019,2021,184582,"WANG, LI-JU ",FALSE
Washington State University,2019,2021,186026,"MCDONELL, MICHAEL G",FALSE
Washington State University,2019,2021,191250,"PRU, JAMES K",FALSE
Washington State University,2019,2022,191850,"WYRICK, JOHN J",FALSE
Washington State University,2019,2022,211246,"MCDONELL, MICHAEL G",FALSE
Washington State University,2019,2020,229500,"PRU, JAMES K",FALSE
Washington State University,2019,2021,242950,"WYRICK, JOHN J",FALSE
Washington State University,2019,2024,248308,"GERSTNER, JASON ROBERT",FALSE
Washington State University,2019,2023,248902,"MACLEAN, JAMES ARTHUR",FALSE
Washington State University,2019,2021,260756,"KAWULA, THOMAS H",FALSE
Washington State University,2019,2025,314989,"WU, BOYANG ",TRUE
Washington State University,2019,2024,318579,"MANCINI, ROCK ",FALSE
Washington State University,2019,2024,319504,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2019,2022,321989,"MACLEAN, JAMES ARTHUR",FALSE
Washington State University,2019,2023,327555,"WANG, ZHENJIA ",FALSE
Washington State University,2019,2023,342988,"WU, BOYANG ",FALSE
Washington State University,2019,2022,343396,"MANCINI, ROCK ",FALSE
Washington State University,2019,2024,343885,"MANCINI, ROCK ",FALSE
Washington State University,2019,2024,344250,"WANG, ZHENJIA ",FALSE
Washington State University,2019,2024,344250,"WANG, ZHENJIA ",FALSE
Washington State University,2019,2025,344250,"WANG, ZHENJIA ",TRUE
Washington State University,2019,2023,349988,"WU, BOYANG ",FALSE
Washington State University,2019,2023,349988,"WU, BOYANG ",FALSE
Washington State University,2019,2023,349988,"WU, BOYANG ",FALSE
Washington State University,2019,2023,349988,"WU, BOYANG ",FALSE
Washington State University,2019,2024,354960,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2019,2024,355576,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2019,2024,382500,"GERSTNER, JASON ROBERT",FALSE
Washington State University,2019,2024,382500,"GERSTNER, JASON ROBERT",FALSE
Washington State University,2019,2024,382500,"GERSTNER, JASON ROBERT",FALSE
Washington State University,2019,2024,382500,"GERSTNER, JASON ROBERT",FALSE
Washington State University,2019,2024,382500,"GERSTNER, JASON ROBERT",TRUE
Washington State University,2019,2021,449098,"CHENG, ZHAOKANG ",FALSE
Washington State University,2019,2024,466870,"GOODMAN, ALAN GABRIEL",FALSE
Washington State University,2019,2024,466870,"GOODMAN, ALAN GABRIEL",FALSE
Washington State University,2019,2024,466870,"GOODMAN, ALAN GABRIEL",FALSE
Washington State University,2019,2024,466870,"GOODMAN, ALAN GABRIEL",TRUE
Washington State University,2019,2019,471471,"CARABEO, REY A",FALSE
Washington State University,2019,2024,499870,"GOODMAN, ALAN GABRIEL",FALSE
Washington State University,2019,2025,513712,"NELSON, LONNIE A.",TRUE
Washington State University,2019,2024,575415,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2021,575693,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2024,581028,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2024,588671,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2022,589073,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2024,589661,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2025,623716,"NELSON, LONNIE A.",TRUE
Washington State University,2019,2025,648324,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2022,898009,"MORGAN, MICHAEL M",FALSE
Washington State University,2019,2021,922540,"MORGAN, MICHAEL M",FALSE
Washington State University,2019,2024,1506648,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2024,2220051,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2025,2220396,"NELSON, LONNIE A.",FALSE
Washington State University,2019,2025,2241118,"NELSON, LONNIE A.",TRUE
Washington State University,2020,2022,10200,"BASZLER, TIMOTHY ",FALSE
Washington State University,2020,2021,10545,"SANCHEZ, SAVANNAH ELIZABETH",FALSE
Washington State University,2020,2022,20000,"ROULLET, JEAN-BAPTISTE O",FALSE
Washington State University,2020,2023,30275,"PETERS, JOHN W",FALSE
Washington State University,2020,2022,38594,"SANCHEZ, SAVANNAH ELIZABETH",FALSE
Washington State University,2020,2023,68787,"SUMIDA, CATHERINE ",FALSE
Washington State University,2020,2026,123443,"LANIER, MARY SANCHEZ",FALSE
Washington State University,2020,2023,153000,"POSTMA, JULIE M",FALSE
Washington State University,2020,2025,158180,"BURDULI, EKATERINA ",FALSE
Washington State University,2020,2025,160942,"BURDULI, EKATERINA ",FALSE
Washington State University,2020,2025,164862,"BURDULI, EKATERINA ",FALSE
Washington State University,2020,2025,169380,"BURDULI, EKATERINA ",TRUE
Washington State University,2020,2025,177481,"HIRCHAK, KATHERINE ",FALSE
Washington State University,2020,2025,177635,"HIRCHAK, KATHERINE ",FALSE
Washington State University,2020,2025,177830,"HIRCHAK, KATHERINE ",TRUE
Washington State University,2020,2025,179580,"HIRCHAK, KATHERINE ",FALSE
Washington State University,2020,2022,191250,"HAYASHI, KANAKO ",FALSE
Washington State University,2020,2022,191250,"CLARKE, JOHN DANIEL",FALSE
Washington State University,2020,2022,191250,"BRAYTON, KELLY ANN",FALSE
Washington State University,2020,2022,191250,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2020,2023,191250,"BRAYTON, KELLY ANN",FALSE
Washington State University,2020,2022,198798,"SHAW, DANA KATHLEEN",FALSE
Washington State University,2020,2026,216152,"LANIER, MARY SANCHEZ",FALSE
Washington State University,2020,2026,216152,"LANIER, MARY SANCHEZ",TRUE
Washington State University,2020,2022,221952,"SHAW, DANA KATHLEEN",FALSE
Washington State University,2020,2022,222910,"CLARKE, JOHN DANIEL",FALSE
Washington State University,2020,2024,223354,"HAYASHI, KANAKO ",TRUE
Washington State University,2020,2025,224100,"DUTTKE, SASCHA H.",TRUE
Washington State University,2020,2022,229482,"POSTMA, JULIE M",FALSE
Washington State University,2020,2022,229500,"BRAYTON, KELLY ANN",FALSE
Washington State University,2020,2023,229500,"CLARKE, JOHN DANIEL",FALSE
Washington State University,2020,2023,229500,"BRAYTON, KELLY ANN",FALSE
Washington State University,2020,2023,229500,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2020,2024,234975,"PALMER, GUY HUGHES",TRUE
Washington State University,2020,2023,235883,"PALMER, GUY HUGHES",FALSE
Washington State University,2020,2023,235883,"PALMER, GUY HUGHES",FALSE
Washington State University,2020,2023,237883,"PALMER, GUY HUGHES",FALSE
Washington State University,2020,2026,248732,"GIANNOTTI, GIUSEPPE ",TRUE
Washington State University,2020,2024,249000,"BAYLINK, ARDEN ",FALSE
Washington State University,2020,2025,249000,"DUTTKE, SASCHA H.",FALSE
Washington State University,2020,2024,249000,"BAYLINK, ARDEN ",TRUE
Washington State University,2020,2025,249000,"DUTTKE, SASCHA H.",FALSE
Washington State University,2020,2024,290700,"NATESAN, SENTHIL KUMAR ",FALSE
Washington State University,2020,2024,290700,"NATESAN, SENTHIL KUMAR ",FALSE
Washington State University,2020,2024,290700,"NATESAN, SENTHIL KUMAR ",FALSE
Washington State University,2020,2024,290700,"NATESAN, SENTHIL KUMAR ",TRUE
Washington State University,2020,2025,305585,"COOK, DIANE JOYCE",TRUE
Washington State University,2020,2024,333348,"WATTS, JENNIFER L",FALSE
Washington State University,2020,2024,333352,"WATTS, JENNIFER L",FALSE
Washington State University,2020,2024,333352,"WATTS, JENNIFER L",FALSE
Washington State University,2020,2021,336600,"DRISKELL, RYAN ",FALSE
Washington State University,2020,2025,344250,"MCLAUGHLIN, RYAN JOSEPH",TRUE
Washington State University,2020,2024,346602,"WATTS, JENNIFER L",FALSE
Washington State University,2020,2025,347236,"BOSE, SUSMITA ",FALSE
Washington State University,2020,2025,350239,"BOSE, SUSMITA ",TRUE
Washington State University,2020,2025,350781,"BOSE, SUSMITA ",FALSE
Washington State University,2020,2025,351230,"BOSE, SUSMITA ",FALSE
Washington State University,2020,2025,355123,"LADD, BENJAMIN O.",TRUE
Washington State University,2020,2024,357540,"PETERS, JOHN W",FALSE
Washington State University,2020,2024,367229,"PETERS, JOHN W",FALSE
Washington State University,2020,2024,382500,"SZENTIRMAI, EVA ",FALSE
Washington State University,2020,2025,382500,"MCLAUGHLIN, RYAN JOSEPH",FALSE
Washington State University,2020,2024,382500,"SZENTIRMAI, EVA ",FALSE
Washington State University,2020,2025,382500,"MCLAUGHLIN, RYAN JOSEPH",FALSE
Washington State University,2020,2024,382500,"SZENTIRMAI, EVA ",FALSE
Washington State University,2020,2025,382500,"MCLAUGHLIN, RYAN JOSEPH",FALSE
Washington State University,2020,2024,382500,"SZENTIRMAI, EVA ",TRUE
Washington State University,2020,2024,386058,"LADD, BENJAMIN O.",FALSE
Washington State University,2020,2024,396036,"LADD, BENJAMIN O.",FALSE
Washington State University,2020,2024,396582,"LADD, BENJAMIN O.",FALSE
Washington State University,2020,2024,459000,"JACKSON, DARRELL A",FALSE
Washington State University,2020,2024,471757,"OATLEY, JON M",FALSE
Washington State University,2020,2025,474114,"O'CONNOR, ROBERTA M",FALSE
Washington State University,2020,2024,489075,"OATLEY, JON M",FALSE
Washington State University,2020,2024,491138,"OATLEY, JON M",TRUE
Washington State University,2020,2020,498732,"GADDAMEEDHI, SHOBHAN ",FALSE
Washington State University,2020,2024,516480,"OATLEY, JON M",FALSE
Washington State University,2020,2025,521320,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2020,2025,588761,"FRANK, MARCOS G",TRUE
Washington State University,2020,2025,590213,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2020,2025,590213,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2020,2025,593038,"SUCHY-DICEY, ASTRID M",TRUE
Washington State University,2020,2025,596839,"COOK, DIANE JOYCE",FALSE
Washington State University,2020,2025,596839,"COOK, DIANE JOYCE",TRUE
Washington State University,2020,2025,600121,"FRANK, MARCOS G",FALSE
Washington State University,2020,2025,600384,"COOK, DIANE JOYCE",FALSE
Washington State University,2020,2025,603938,"COOK, DIANE JOYCE",FALSE
Washington State University,2020,2025,616531,"FRANK, MARCOS G",FALSE
Washington State University,2020,2025,635863,"MCPHERSON, STERLING M",FALSE
Washington State University,2020,2025,635863,"MCPHERSON, STERLING M",FALSE
Washington State University,2020,2025,635863,"MCPHERSON, STERLING M",TRUE
Washington State University,2020,2025,641771,"FRANK, MARCOS G",FALSE
Washington State University,2020,2025,665501,"MCPHERSON, STERLING M",FALSE
Washington State University,2020,2024,712557,"DILLARD, DENISE A",TRUE
Washington State University,2020,2023,722487,"SINCLAIR, KA'IMI ALOHILANI",FALSE
Washington State University,2020,2023,729868,"SINCLAIR, KA'IMI ALOHILANI",FALSE
Washington State University,2020,2025,1209678,"NJENGA, M KARIUKI",TRUE
Washington State University,2020,2025,1512099,"NJENGA, M KARIUKI",FALSE
Washington State University,2020,2025,1512188,"NJENGA, M KARIUKI",FALSE
Washington State University,2020,2025,1529810,"NJENGA, M KARIUKI",FALSE
Washington State University,2020,2023,3261570,"BUCHWALD, DEDRA S",FALSE
Washington State University,2020,2023,3261570,"BUCHWALD, DEDRA S",FALSE
Washington State University,2021,2022,12000,"MACLEAN, JAMES ARTHUR",FALSE
Washington State University,2021,2021,12255,"SIEGEL, RUBY J.",FALSE
Washington State University,2021,2021,17453,"BURDULI, EKATERINA ",FALSE
Washington State University,2021,2023,37454,"NGUYEN, JAMES T",FALSE
Washington State University,2021,2023,39112,"NGUYEN, JAMES T",FALSE
Washington State University,2021,2023,48536,"MARKO, TARA ",FALSE
Washington State University,2021,2023,49252,"MARKO, TARA ",FALSE
Washington State University,2021,2023,76500,"COOPER, CYNTHIA D",FALSE
Washington State University,2021,2023,76500,"MCLAUGHLIN, RYAN JOSEPH",FALSE
Washington State University,2021,2024,76500,"COOPER, CYNTHIA D",TRUE
Washington State University,2021,2024,76500,"MCLAUGHLIN, RYAN JOSEPH",TRUE
Washington State University,2021,2025,92340,"AMBROSINI, YOKO MIYAMOTO",TRUE
Washington State University,2021,2025,102600,"AMBROSINI, YOKO MIYAMOTO",FALSE
Washington State University,2021,2026,119017,"BANDYOPADHYAY, AMIT ",FALSE
Washington State University,2021,2026,119199,"BOYD, AMANDA D.",FALSE
Washington State University,2021,2026,120000,"NJENGA, M KARIUKI",FALSE
Washington State University,2021,2026,120511,"BOYD, AMANDA D.",TRUE
Washington State University,2021,2023,122473,"INGIOSI, ASHLEY MIRANDA",FALSE
Washington State University,2021,2023,122473,"INGIOSI, ASHLEY MIRANDA",FALSE
Washington State University,2021,2026,126082,"BOYD, AMANDA D.",FALSE
Washington State University,2021,2026,126787,"BOYD, AMANDA D.",FALSE
Washington State University,2021,2026,145473,"LANIER, MARY SANCHEZ",FALSE
Washington State University,2021,2023,162185,"MULLER, CLEMMA JACOBSEN",FALSE
Washington State University,2021,2023,168761,"DONG, WEN-JI ",FALSE
Washington State University,2021,2023,169317,"MULLER, CLEMMA JACOBSEN",FALSE
Washington State University,2021,2024,172722,"BERKMAN, CLIFFORD ",TRUE
Washington State University,2021,2024,178528,"MCLAUGHLIN, RYAN JOSEPH",TRUE
Washington State University,2021,2023,178767,"VARNUM, MICHAEL D.",FALSE
Washington State University,2021,2023,191250,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2021,2023,191250,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2021,2023,191250,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2021,2024,199900,"CLOWERS, BRIAN ",FALSE
Washington State University,2021,2022,207968,"DONG, WEN-JI ",FALSE
Washington State University,2021,2024,216874,"VARNUM, MICHAEL D.",FALSE
Washington State University,2021,2022,224845,"BERKMAN, CLIFFORD ",FALSE
Washington State University,2021,2024,229500,"BANKHEAD, TROY MICHAEL",TRUE
Washington State University,2021,2024,229500,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2021,2024,229500,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2021,2023,230028,"MCLAUGHLIN, RYAN JOSEPH",FALSE
Washington State University,2021,2024,263805,"CLOWERS, BRIAN ",TRUE
Washington State University,2021,2024,285876,"CLOWERS, BRIAN ",FALSE
Washington State University,2021,2026,293325,"LANIER, MARY SANCHEZ",FALSE
Washington State University,2021,2024,294070,"CLOWERS, BRIAN ",FALSE
Washington State University,2021,2024,294954,"CLOWERS, BRIAN ",FALSE
Washington State University,2021,2026,296954,"LANIER, MARY SANCHEZ",TRUE
Washington State University,2021,2026,310131,"MULLER, CLEMMA JACOBSEN",FALSE
Washington State University,2021,2026,310131,"MULLER, CLEMMA JACOBSEN",TRUE
Washington State University,2021,2026,310669,"MULLER, CLEMMA JACOBSEN",FALSE
Washington State University,2021,2022,313650,"ZHU, JIYUE ",FALSE
Washington State University,2021,2026,316572,"DRISKELL, RYAN ",FALSE
Washington State University,2021,2026,319770,"DRISKELL, RYAN ",FALSE
Washington State University,2021,2026,319770,"DRISKELL, RYAN ",TRUE
Washington State University,2021,2027,320802,"BANDYOPADHYAY, AMIT ",TRUE
Washington State University,2021,2026,321868,"KAUWE, JOHN SAI KEONG",FALSE
Washington State University,2021,2026,321868,"KAUWE, JOHN SAI KEONG",TRUE
Washington State University,2021,2026,322261,"BANDYOPADHYAY, AMIT ",FALSE
Washington State University,2021,2026,328368,"KAUWE, JOHN SAI KEONG",FALSE
Washington State University,2021,2026,328783,"JOHANSSON, PATRIK LENNART",FALSE
Washington State University,2021,2026,330030,"BANDYOPADHYAY, AMIT ",FALSE
Washington State University,2021,2026,340200,"JOHANSSON, PATRIK LENNART",FALSE
Washington State University,2021,2026,340200,"JOHANSSON, PATRIK LENNART",TRUE
Washington State University,2021,2026,377020,"WU, BOYANG ",TRUE
Washington State University,2021,2026,381656,"WU, BOYANG ",FALSE
Washington State University,2021,2025,382494,"FRANK, MARCOS G",FALSE
Washington State University,2021,2025,384492,"CLARKE, JOHN DANIEL",TRUE
Washington State University,2021,2026,398952,"WU, BOYANG ",FALSE
Washington State University,2021,2026,400000,"NJENGA, M KARIUKI",FALSE
Washington State University,2021,2026,413227,"SINCLAIR, KA'IMI ALOHILANI",FALSE
Washington State University,2021,2026,413566,"SINCLAIR, KA'IMI ALOHILANI",TRUE
Washington State University,2021,2026,415069,"HAYASHI, KANAKO ",FALSE
Washington State University,2021,2026,416865,"WYRICK, JOHN J",FALSE
Washington State University,2021,2026,416865,"WYRICK, JOHN J",FALSE
Washington State University,2021,2026,416865,"WYRICK, JOHN J",FALSE
Washington State University,2021,2026,416865,"WYRICK, JOHN J",TRUE
Washington State University,2021,2025,420750,"CLARKE, JOHN DANIEL",FALSE
Washington State University,2021,2026,427667,"SINCLAIR, KA'IMI ALOHILANI",FALSE
Washington State University,2021,2025,436383,"CHENG, ZHAOKANG ",TRUE
Washington State University,2021,2025,455810,"CLARKE, JOHN DANIEL",FALSE
Washington State University,2021,2026,464278,"HAYASHI, KANAKO ",FALSE
Washington State University,2021,2026,464278,"HAYASHI, KANAKO ",TRUE
Washington State University,2021,2025,484870,"CHENG, ZHAOKANG ",FALSE
Washington State University,2021,2025,486581,"CHENG, ZHAOKANG ",FALSE
Washington State University,2021,2025,491425,"CLARKE, JOHN DANIEL",FALSE
Washington State University,2021,2025,496410,"CHENG, ZHAOKANG ",FALSE
Washington State University,2021,2026,505919,"BUCHWALD, DEDRA S",TRUE
Washington State University,2021,2026,508824,"BUCHWALD, DEDRA S",FALSE
Washington State University,2021,2026,519411,"KAHOLOKULA, JOSEPH KEAWE'AIMOKU",FALSE
Washington State University,2021,2026,520526,"KAHOLOKULA, JOSEPH KEAWE'AIMOKU",TRUE
Washington State University,2021,2026,521365,"BUCHWALD, DEDRA S",FALSE
Washington State University,2021,2026,522406,"SINCLAIR, KA'IMI ALOHILANI",TRUE
Washington State University,2021,2026,524563,"SINCLAIR, KA'IMI ALOHILANI",FALSE
Washington State University,2021,2026,544296,"KAHOLOKULA, JOSEPH KEAWE'AIMOKU",FALSE
Washington State University,2021,2026,555674,"NJENGA, M KARIUKI",FALSE
Washington State University,2021,2026,562526,"MCPHERSON, STERLING M",TRUE
Washington State University,2021,2026,578081,"MCPHERSON, STERLING M",FALSE
Washington State University,2021,2026,588793,"SINCLAIR, KA'IMI ALOHILANI",FALSE
Washington State University,2021,2026,600704,"MCPHERSON, STERLING M",FALSE
Washington State University,2021,2024,612000,"PHELPS, MICHAEL PAUL",TRUE
Washington State University,2021,2022,664517,"NJENGA, M KARIUKI",FALSE
Washington State University,2021,2026,875002,"COOK, DIANE JOYCE",TRUE
Washington State University,2021,2026,896920,"COOK, DIANE JOYCE",FALSE
Washington State University,2021,2026,918000,"COOK, DIANE JOYCE",FALSE
Washington State University,2021,2024,1715880,"BARBOSA-LEIKER, CELESTINA ",TRUE
Washington State University,2021,2026,2934616,"BUCHWALD, DEDRA S",TRUE
Washington State University,2021,2026,2938224,"BUCHWALD, DEDRA S",FALSE
Washington State University,2021,2026,3049941,"BUCHWALD, DEDRA S",FALSE
Washington State University,2021,2026,6329348,"NJENGA, M KARIUKI",FALSE
Washington State University,2021,2026,7426960,"NJENGA, M KARIUKI",FALSE
Washington State University,2021,2026,7500000,"NJENGA, M KARIUKI",TRUE
Washington State University,2022,2022,28054,"MCGLADE, EMILY A",FALSE
Washington State University,2022,2023,36751,"BRUTMAN, JULIANNA NICOLE",FALSE
Washington State University,2022,2025,38521,"COATES, SHELBY ",FALSE
Washington State University,2022,2025,39463,"COATES, SHELBY ",TRUE
Washington State University,2022,2023,53797,"OLUWOYE, OLADUNNI ",FALSE
Washington State University,2022,2026,54945,"BANDYOPADHYAY, AMIT ",FALSE
Washington State University,2022,2022,58546,"KNODLER, LEIGH ",FALSE
Washington State University,2022,2023,58903,"ROBERTS, STEVEN A",FALSE
Washington State University,2022,2026,71571,"GARTSTEIN, MARIA A.",TRUE
Washington State University,2022,2022,101457,"WINUTHAYANON, WIPAWEE ""JOY"" ",FALSE
Washington State University,2022,2024,107100,"MCLAUGHLIN, RYAN JOSEPH",TRUE
Washington State University,2022,2025,153000,"OLUWOYE, OLADUNNI ",FALSE
Washington State University,2022,2025,153623,"LOFGREN, ERIC T",TRUE
Washington State University,2022,2024,153917,"HUNT, PATRICIA ",TRUE
Washington State University,2022,2024,170173,"LETKO, MICHAEL ",FALSE
Washington State University,2022,2024,175459,"VADYVALOO, VIVEKA ",TRUE
Washington State University,2022,2026,177958,"KRIEGEL, LIAT S.",TRUE
Washington State University,2022,2026,178924,"KRIEGEL, LIAT S.",FALSE
Washington State University,2022,2024,184120,"DONG, WEN-JI ",FALSE
Washington State University,2022,2024,184778,"HAYASHI, KANAKO ",TRUE
Washington State University,2022,2024,189331,"AMBROSINI, YOKO MIYAMOTO",FALSE
Washington State University,2022,2025,191250,"MONSIVAIS, PABLO ",FALSE
Washington State University,2022,2024,191250,"MCLAUGHLIN, RYAN JOSEPH",TRUE
Washington State University,2022,2025,191250,"MONSIVAIS, PABLO ",TRUE
Washington State University,2022,2024,191250,"FRANK, MARCOS G",TRUE
Washington State University,2022,2025,191789,"LETKO, MICHAEL ",TRUE
Washington State University,2022,2024,202194,"ROBERTS, STEVEN A",FALSE
Washington State University,2022,2025,222370,"DONG, WEN-JI ",TRUE
Washington State University,2022,2024,223277,"HAYASHI, KANAKO ",FALSE
Washington State University,2022,2024,229500,"MCLAUGHLIN, RYAN JOSEPH",FALSE
Washington State University,2022,2024,229500,"FRANK, MARCOS G",FALSE
Washington State University,2022,2023,229500,"CELLI, JEAN A",FALSE
Washington State University,2022,2025,229823,"AMBROSINI, YOKO MIYAMOTO",TRUE
Washington State University,2022,2025,230804,"OLUWOYE, OLADUNNI ",TRUE
Washington State University,2022,2024,240294,"VADYVALOO, VIVEKA ",FALSE
Washington State University,2022,2025,244116,"OLUWOYE, OLADUNNI ",FALSE
Washington State University,2022,2025,267750,"OLUWOYE, OLADUNNI ",TRUE
Washington State University,2022,2025,294683,"LOFGREN, ERIC T",FALSE
Washington State University,2022,2024,311992,"HENTGES, SHANE T",TRUE
Washington State University,2022,2027,361106,"LOFGREN, ERIC T",FALSE
Washington State University,2022,2027,368208,"LOFGREN, ERIC T",TRUE
Washington State University,2022,2024,374480,"HUNT, PATRICIA ",FALSE
Washington State University,2022,2027,375948,"RUDMAN, SETH ",TRUE
Washington State University,2022,2027,376200,"RUDMAN, SETH ",FALSE
Washington State University,2022,2027,382500,"PEIXOTO, LUCIA ",FALSE
Washington State University,2022,2027,382500,"PEIXOTO, LUCIA ",TRUE
Washington State University,2022,2027,451189,"ZHU, JIYUE ",TRUE
Washington State University,2022,2027,461767,"ZHU, JIYUE ",FALSE
Washington State University,2022,2025,472433,"HUNT, PATRICIA ",TRUE
Washington State University,2022,2026,486153,"DAVYDOV, DMITRI R",FALSE
Washington State University,2022,2025,489132,"HUNT, PATRICIA ",FALSE
Washington State University,2022,2024,497916,"PEIXOTO, LUCIA ",TRUE
Washington State University,2022,2026,500784,"DAVYDOV, DMITRI R",TRUE
Washington State University,2022,2026,519464,"SHAW, DANA KATHLEEN",TRUE
Washington State University,2022,2026,535500,"SHAW, DANA KATHLEEN",FALSE
Washington State University,2022,2027,573416,"LAZARUS, PHILIP ",TRUE
Washington State University,2022,2022,584125,"CELLI, JEAN A",FALSE
Washington State University,2022,2026,644307,"GARTSTEIN, MARIA A.",TRUE
Washington State University,2022,2027,668019,"LAZARUS, PHILIP ",FALSE
Washington State University,2022,2026,724407,"GARTSTEIN, MARIA A.",FALSE
Washington State University,2022,2026,753289,"GARTSTEIN, MARIA A.",FALSE
Washington State University,2023,2025,38170,"PANIPINTO, PAUL ",TRUE
Washington State University,2023,2028,39973,"COFFIN, ALLISON B",TRUE
Washington State University,2023,2025,43934,"VELAZQUEZ, JALENE ",TRUE
Washington State University,2023,2025,47694,"MEDINA, ELIZABETH ",TRUE
Washington State University,2023,2028,102561,"MACLEHOSE, RICHARD F",TRUE
